,generated_caption,cap,verbs,objs,n_objs
1503,"A weasel climber scales the city walls, carrying scrolls of ancient tales.","A weasel climber scales the city walls, carrying scrolls of ancient tales.","{'carry', 'scale'}","{'carry', 'scale'}",2
1504,An ant engineer fortifies the tunnels leading to their underground sanctuary.,An ant engineer fortifies the tunnels leading to their underground sanctuary.,"{'lead', 'fortify'}","{'lead', 'fortify'}",2
1505,An orca farmer collects seaweed crops from the shallows to feed the village.,An orca farmer collects seaweed crops from the shallows to feed the village.,"{'feed', 'collect'}","{'feed', 'collect'}",2
1506,A hare messenger delivers news scrolls between the forest glades.,A hare messenger delivers news scrolls between the forest glades.,{'deliver'},{'deliver'},1
1507,A dolphin explorer prepares sonar equipment to map underwater trenches.,A dolphin explorer prepares sonar equipment to map underwater trenches.,"{'map', 'prepare'}","{'map', 'prepare'}",2
1508,A camel sculptor shapes marble into towering statues under the desert sun.,A camel sculptor shapes marble into towering statues under the desert sun.,"{'tower', 'shape'}","{'tower', 'shape'}",2
1509,A bison chef grills root vegetables on an open fire for the lakeside feast.,A bison chef grills root vegetables on an open fire for the lakeside feast.,{'grill'},{'grill'},1
1510,A lynx trapper tracks paw prints through the snow-covered forest.,A lynx trapper tracks paw prints through the snow-covered forest.,"{'track', 'cover'}","{'track', 'cover'}",2
1511,A mole gardener tills the earth to plant seeds in the greenhouse.,A mole gardener tills the earth to plant seeds in the greenhouse.,"{'plant', 'till'}","{'plant', 'till'}",2
1512,A sparrow courier ties parcels to his feathers before flying to deliver messages.,A sparrow courier ties parcels to his feathers before flying to deliver messages.,"{'deliver', 'fly', 'tie'}","{'deliver', 'fly', 'tie'}",3
1513,A chameleon chef prepares colorful dishes in his treetop kitchen.,A chameleon chef prepares colorful dishes in his treetop kitchen.,{'prepare'},{'prepare'},1
1514,A yak inventor oils the gears of his machine to smooth out the wrinkles in fabric.,A yak inventor oils the gears of his machine to smooth out the wrinkles in fabric.,"{'oil', 'smooth'}","{'oil', 'smooth'}",2
1515,A rabbit pilot navigates the clear skies in his carrot-shaped balloon.,A rabbit pilot navigates the clear skies in his carrot-shaped balloon.,{'navigate'},{'navigate'},1
1516,A lion archaeologist dusts sand from the fossils unearthed in the valley.,A lion archaeologist dusts sand from the fossils unearthed in the valley.,"{'dust', 'unearth'}","{'dust', 'unearth'}",2
1517,An otter jeweler carves sea glass into intricate pendants for the lagoon fair.,An otter jeweler carves sea glass into intricate pendants for the lagoon fair.,{'carve'},{'carve'},1
1518,A giraffe scientist peeks through her telescope to monitor the passing comets.,A giraffe scientist peeks through her telescope to monitor the passing comets.,"{'peek', 'pass', 'monitor'}","{'peek', 'pass', 'monitor'}",3
1519,A zebra tailor stitches colorful stripes onto the coats for the herd.,A zebra tailor stitches colorful stripes onto the coats for the herd.,{'stitch'},{'stitch'},1
1520,A goat builder constructs wooden houses with thatched roofs on the hillside.,A goat builder constructs wooden houses with thatched roofs on the hillside.,{'construct'},{'construct'},1
1521,A walrus chef prepares gourmet dishes in his ice kitchen for the polar ball.,A walrus chef prepares gourmet dishes in his ice kitchen for the polar ball.,{'prepare'},{'prepare'},1
1522,A cat cartographer sketches paths across the jungle on a leather-bound atlas.,A cat cartographer sketches paths across the jungle on a leather-bound atlas.,"{'bind', 'sketch'}","{'bind', 'sketch'}",2
1523,A hummingbird sips nectar from a bright flower.,A hummingbird sips nectar from a bright flower.,{'sip'},{'sip'},1
1524,The fisherman reels in a shimmering trout from the river.,The fisherman reels in a shimmering trout from the river.,"{'reel', 'shimmer'}","{'reel', 'shimmer'}",2
1525,Two children splash in puddles after the rain.,Two children splash in puddles after the rain.,{'splash'},{'splash'},1
1526,A lumberjack chops wood with a well-worn axe.,A lumberjack chops wood with a well-worn axe.,"{'wear', 'chop'}","{'wear', 'chop'}",2
1527,A chef slices vegetables for a colorful salad.,A chef slices vegetables for a colorful salad.,{'slice'},{'slice'},1
1528,The painter rolls fresh paint onto the living room wall.,The painter rolls fresh paint onto the living room wall.,"{'roll', 'live'}","{'roll', 'live'}",2
1529,A delivery driver unloads boxes from a cargo van.,A delivery driver unloads boxes from a cargo van.,{'unload'},{'unload'},1
1530,The farmer plants seeds in neat rows.,The farmer plants seeds in neat rows.,{'plant'},{'plant'},1
1531,A mother cradles her newborn baby in a cozy blanket.,A mother cradles her newborn baby in a cozy blanket.,{'cradle'},{'cradle'},1
1532,A dog bounds through the tall grass chasing butterflies.,A dog bounds through the tall grass chasing butterflies.,"{'chase', 'bound'}","{'chase', 'bound'}",2
1533,The carpenter hammers nails into a wooden fence.,The carpenter hammers nails into a wooden fence.,set(),set(),0
1534,A swimmer dives into the clear blue pool.,A swimmer dives into the clear blue pool.,{'dive'},{'dive'},1
1535,The cyclist pedals up a steep mountain trail.,The cyclist pedals up a steep mountain trail.,{'pedal'},{'pedal'},1
1536,A tailor pins fabric for a new dress.,A tailor pins fabric for a new dress.,{'pin'},{'pin'},1
1537,The florist arranges bright flowers into a bouquet.,The florist arranges bright flowers into a bouquet.,{'arrange'},{'arrange'},1
1538,"A bird flutters between tree branches, singing merrily.","A bird flutters between tree branches, singing merrily.","{'flutter', 'singe'}","{'flutter', 'singe'}",2
1539,The baker kneads dough on a floured countertop.,The baker kneads dough on a floured countertop.,{'knead'},{'knead'},1
1540,A toddler stacks colorful blocks into a tall tower.,A toddler stacks colorful blocks into a tall tower.,{'stack'},{'stack'},1
1541,The gardener prunes bushes with care.,The gardener prunes bushes with care.,{'prune'},{'prune'},1
1542,A barista pours steamed milk into a coffee cup.,A barista pours steamed milk into a coffee cup.,"{'steam', 'pour'}","{'steam', 'pour'}",2
1543,The surfer catches a wave along the sandy shore.,The surfer catches a wave along the sandy shore.,{'catch'},{'catch'},1
1544,An astronaut launches a small probe into space.,An astronaut launches a small probe into space.,{'launch'},{'launch'},1
1545,The musician strums a guitar while humming a tune.,The musician strums a guitar while humming a tune.,"{'strum', 'hum'}","{'strum', 'hum'}",2
1546,A waiter serves dishes to the table with a smile.,A waiter serves dishes to the table with a smile.,{'serve'},{'serve'},1
1547,The photographer clicks the shutter to capture a candid portrait.,The photographer clicks the shutter to capture a candid portrait.,"{'capture', 'click'}","{'capture', 'click'}",2
1548,A diver explores coral reefs teeming with fish.,A diver explores coral reefs teeming with fish.,"{'explore', 'teem'}","{'explore', 'teem'}",2
1549,The librarian shelves books in alphabetical order.,The librarian shelves books in alphabetical order.,{'shelve'},{'shelve'},1
1550,A tennis player volleys the ball over the net.,A tennis player volleys the ball over the net.,{'volley'},{'volley'},1
1551,The hiker navigates a rocky path through the forest.,The hiker navigates a rocky path through the forest.,{'navigate'},{'navigate'},1
1552,An artist sketches a landscape in their notebook.,An artist sketches a landscape in their notebook.,{'sketch'},{'sketch'},1
1553,The lifeguard scans the crowded beach for swimmers.,The lifeguard scans the crowded beach for swimmers.,{'scan'},{'scan'},1
1554,A mechanic tightens bolts under the car hood.,A mechanic tightens bolts under the car hood.,{'tighten'},{'tighten'},1
1555,The cook stirs a pot of fragrant soup on the stove.,The cook stirs a pot of fragrant soup on the stove.,{'stir'},{'stir'},1
1556,The sailor hoists the sails on a sunny afternoon.,The sailor hoists the sails on a sunny afternoon.,{'hoist'},{'hoist'},1
1557,A drummer beats rhythmically on a snare drum.,A drummer beats rhythmically on a snare drum.,{'beat'},{'beat'},1
1558,The stylist braids a child's hair in intricate patterns.,The stylist braids a child's hair in intricate patterns.,{'braid'},{'braid'},1
1559,The jogger stretches before beginning their morning run.,The jogger stretches before beginning their morning run.,"{'stretch', 'begin'}","{'stretch', 'begin'}",2
1560,A mechanic changes the oil in a pickup truck.,A mechanic changes the oil in a pickup truck.,{'change'},{'change'},1
1561,The sculptor chisels fine details into a marble statue.,The sculptor chisels fine details into a marble statue.,{'chisel'},{'chisel'},1
1562,A birdwatcher adjusts their binoculars to observe an eagle.,A birdwatcher adjusts their binoculars to observe an eagle.,"{'observe', 'adjust'}","{'observe', 'adjust'}",2
1563,The seamstress sews patches onto torn jeans.,The seamstress sews patches onto torn jeans.,{'sew'},{'sew'},1
1564,A skateboarder slides along a metal rail at the skate park.,A skateboarder slides along a metal rail at the skate park.,{'slide'},{'slide'},1
1565,The dentist polishes teeth during a routine check-up.,The dentist polishes teeth during a routine check-up.,{'polish'},{'polish'},1
1566,A nurse measures a patient's blood pressure.,A nurse measures a patient's blood pressure.,{'measure'},{'measure'},1
1567,The archaeologist brushes dirt from a fossil.,The archaeologist brushes dirt from a fossil.,{'brush'},{'brush'},1
1568,A gardener waters rows of freshly planted tomatoes.,A gardener waters rows of freshly planted tomatoes.,"{'plant', 'water'}","{'plant', 'water'}",2
1569,The umpire signals the start of the baseball game.,The umpire signals the start of the baseball game.,{'signal'},{'signal'},1
1570,The kayaker paddles down the swiftly moving river.,The kayaker paddles down the swiftly moving river.,"{'paddle', 'move'}","{'paddle', 'move'}",2
1571,An author types the final chapter of their new book.,An author types the final chapter of their new book.,{'type'},{'type'},1
1572,A toddler waddles toward a colorful playground slide.,A toddler waddles toward a colorful playground slide.,{'waddle'},{'waddle'},1
1573,The swimmer does the backstroke in a calm lake.,The swimmer does the backstroke in a calm lake.,{'do'},{'do'},1
1574,A beekeeper collects honey from a hive of busy bees.,A beekeeper collects honey from a hive of busy bees.,{'collect'},{'collect'},1
1575,The firefighter hoses down a burning building.,The firefighter hoses down a burning building.,"{'burn', 'hose'}","{'burn', 'hose'}",2
1576,A pilot checks the controls before taking off.,A pilot checks the controls before taking off.,"{'check', 'take'}","{'check', 'take'}",2
1577,The bus driver waves to passengers as they board.,The bus driver waves to passengers as they board.,"{'board', 'wave'}","{'board', 'wave'}",2
1578,The chef flambes a dish on the restaurant's stovetop.,The chef flambes a dish on the restaurant's stovetop.,{'flambe'},{'flambe'},1
1579,The barber trims a client's hair with precision.,The barber trims a client's hair with precision.,{'trim'},{'trim'},1
1580,A falconer trains their bird of prey to glide over fields.,A falconer trains their bird of prey to glide over fields.,"{'glide', 'train'}","{'glide', 'train'}",2
1581,The musician tunes a violin before the concert.,The musician tunes a violin before the concert.,{'tune'},{'tune'},1
1582,A potter spins clay on the wheel for a new bowl.,A potter spins clay on the wheel for a new bowl.,{'spin'},{'spin'},1
1583,The welder sparks their torch to fuse two metal pieces.,The welder sparks their torch to fuse two metal pieces.,"{'fuse', 'spark'}","{'fuse', 'spark'}",2
